ExtractDate,Id,Name,Contact,Venue,Cost,Eligibility,CoordinateReferenceSystem,GeoX,GeoY
05/06/2014,5NrLnKQpxPo,Swimbridge Bellringers,"Mr P T Saunders
Tower Captain
01271 830185
pandijsaund@gmail.com","St James The Apostle Church
Barnstaple Hill
Swimbridge
Barnstaple
Devon
EX32 0PH",,,WGS84,-3.97214,51.05323
05/06/2014,xjjUdVCaAPA,Swimbridge Church of England Primary School,admin@swimbridge-primary.devon.sch.uk,"Swimbridge C of E Primary School
Barnstaple Hill
Swimbridge
BARNSTAPLE
DEVON
EX32 0PJ",,from 4 years  up to 11 years ,WGS84,-3.97285,51.05374
05/06/2014,qz07OvTl7bg,Swimbridge House Nursing Home,"Jaspreet Singh
Manager
01271 830599
care@swimbridgehouse.co.uk","Swimbridge House Nursing Home
Welcombe Lane
Barnstaple
Devon
EX32 0QT",£550 per week for residential care,,WGS84,-3.96764,51.05768
05/06/2014,BdNv_xXBcOk,Swimbridge Parish Council,,,,,WGS84,0,0
05/06/2014,il2peVRacXI,Swimbridge Parish Magazine,Rev. Bruce Dixon (Editor),,Contact us for details,,WGS84,0,0
05/06/2014,95tKfHa0K-A,Swimbridge Parklands,"Judith Thompson
Secretary","Glebe Field
Barnstaple Hill
Swimbridge
Barnstaple
Devon
EX32 0PQ","Free, but for events/parties we would be grateful for a donation to our registered charity to enable us to purchase equipment and maintain the park.",,WGS84,-3.97149,51.05325
05/06/2014,AbAspdj_5I4,Swimbridge Play Area,,"Swimbridge Play Area
Hannaford Lane
Swimbridge
BARNSTAPLE
DEVON
EX32 0PL",Free.,from 4 years  up to 12 years ,WGS84,-3.97076,51.05212
05/06/2014,_NtR_mA8Pjo,Swimbridge Pre School,swimbridgepreschool@gmail.com,"The Old School Room
Watergate
Swimbridge
Barnstaple
Devon
EX32 0PR",Early Years Entitlement can be used for 3 and 4 year olds.,from 3 years  up to 5 years ,WGS84,-3.96826,51.05281
05/06/2014,WyE6bFuKjrU,Swimbridge Twinning Association,"Mrs Tess Bateman
Secretary
01271 830649",,Contact us for details.,,WGS84,0,0
05/06/2014,Z-sEnNTidnM,Swimming Lessons at Exeter Golf and Country Club,info@exetergcc.co.uk,"Exeter Golf and Country Club
Topsham Road
Countess Wear
EXETER
DEVON
EX2 7AE",,from 5 years  up to 16 years ,WGS84,-3.48794,50.69919
05/06/2014,q11f9-HNswU,Swimming Lessons at St Luke's Indoor Swimming Pool,"Jo Campbell
Swimming Pool Co-ordiator
01392 722905
swimminglessons@ex.ac.uk","St Luke's Sports Centre
University of Exeter, Heavitree Road
Heavitree
EXETER
DEVON
EX1 2LU",£19.60 a month.,from 3 years  up to 16 years ,WGS84,-3.51663,50.72333
05/06/2014,NQ4RBcKt6GE,Swimtime (Devon),janehushon@btinternet.com,,Family swims: £2 per adult.,from 1 years  up to 60 years ,WGS84,0,0
05/06/2014,eMhwIiOjoqE,Swimtime (Devon) at Bicton College,janehushon@btinternet.com,"Bicton College
East Budleigh
BUDLEIGH SALTERTON
DEVON
EX9 7BY",Family swims: £2 per adult. Lessons: £5 per lesson.,from 1 years  up to 60 years ,WGS84,-3.31669,50.67027
05/06/2014,mOraUvSsqvc,Swimtime (Devon) at Budleigh Salterton,janehushon@btinternet.com,"St Peters C of E Primary School
Moor Lane
BUDLEIGH SALTERTON
DEVON
EX9 6QF",Family swims: £2 per adult. Lessons: £5 per lesson.,from 1 years  up to 60 years ,WGS84,-3.33318,50.63569
05/06/2014,UoLKJ5oq31s,Swimtime (Devon) at Lympstone,janehushon@btinternet.com,"Commando Training Centre RM
Exmouth Road
Lympstone
EXMOUTH
DEVON
EX8 5AR",Family swims: £2 per adult. Lessons: £5 per lesson.,from 1 years  up to 60 years ,WGS84,-3.43493,50.6642
05/06/2014,77T6b1G3V0U,Sycamore Close Play Area,,"Sycamore Close Play Area
Sycamore Close
Willand
CULLOMPTON
DEVON
EX15 2SH",Free.,from 4 years  up to 12 years ,WGS84,-3.37414,50.88664
05/06/2014,w7vi5Ol8hJI,Sydenham Damerel Parish Council,,,,,WGS84,0,0
05/06/2014,eNpp60vy57Y,Sydenham House,,"Frederick Road
Bridgwater
Somerset
TA6 4NG",,,WGS84,-2.98302,51.13473
05/06/2014,6CfVYxPC5Yc,Sylvania Community Hall,bookings@sylvaniahall.co.uk,"Sylvania Community Hall
Mincinglake Valley Park
Pennsylvania
Exeter
Devon
EX4 7DR",,,WGS84,-3.51167,50.73875
05/06/2014,okKmpwSyWu0,Sylvania Drive Play Area,,"Sylvania Drive Play Area
Sylvania Drive
Stoke Hill
EXETER
DEVON
EX4 5DT",Free.,up to 12 years ,WGS84,-3.51474,50.74297
05/06/2014,HxnzDHsjprU,Sylvia Daborn,Sylvia.Daborn@blueyonder.co.uk,"19a Forde Park
NEWTON ABBOT
DEVON",,,WGS84,0,0
05/06/2014,4Ql1ArE6gqA,Symes Dental Surgery,,"41
Silver Street
Lyme Regis
Dorset
DT7 3HR",,,WGS84,-2.93731,50.72559
05/06/2014,wlUACInB33w,T and B Footwear,"Mr and Mrs Ward
Owners
01626 770070","2
The Triangle
Teignmouth
Devon
TQ14 8AU",Contact us for details.,,WGS84,-3.49414,50.54629
05/06/2014,un3pTa47hEo,T H Russell Charitable Trust,,"St Ives House
St Ives Wood
Ashley Heath
Ringwood
Hampshire
BH24 2ED",,,WGS84,-1.82941,50.84071
05/06/2014,geomftkOZ0I,T.R.A.I.L. - Trail Recycled Art in Landscape,"Liz Lockyear
Sculpture trial and exhibition co-ordinator
7753816399
trailartuk@googlemail.com",,Variable - Exhibiting in Outside Sculpture Trail free. Always accessible to the public. Exhibiting in Gallery £40. Admission to Gallery free to public,,WGS84,0,0
05/06/2014,gFfynQ1IA10,TA - B Squadron 243 (Wessex) Field Hospital,"Captain Simmons
Admin Officer
01293 255314
243hosp-b-psao@mod.uk","TA Centre Block
8 Wyvern Barracks
Barrack Road
Exeter
Devon
EX2 6AR",Contact us for details,,WGS84,-3.51135,50.71227
05/06/2014,dR67hbvAERE,TAAG - Teignmouth Arts Action Group,"Roger Smith
Director
7725006003
info@teignmoutharts.org","TAAG Arts and Community Centre
4/5 Northumberland Place
Teignmouth
Devon
TQ14 8DD",,,WGS84,-3.4976,50.54549
05/06/2014,8fEcd_tJIdk,Tabetha Maynard,tabethamaynard@gmail.com,"9 The Oaks
Yeoford
Crediton
Devon
EX17 5PP","25% discount for second child.
Home made food, nappies etc. included in fees.
Unsociable hours charged at £5.50 per hour.
Employer Childcare Vouchers can be accepted.",from 6 months  up to 8 years ,WGS84,-3.72678,50.77463
05/06/2014,Oh0HrI36X6Q,Tadpoles Baby and Toddler Group,office@iscachurch.org.uk,"Holy Trinity House
Arena Park
Beacon Heath
EXETER
DEVON
EX4 8RD",50p per session.,up to 4 years ,WGS84,-3.49276,50.73901
05/06/2014,mH5Ghl9AZaM,Tadpoles Fun for Under Fives Parent and Toddler Group,saplings@ipplepen-primary.devon.sch.uk,"The Millennium Centre
Biltor Road
Ipplepen
NEWTON ABBOT
DEVON
TQ12 5QL",£1.50 per family. First visit free.,up to 5 years ,WGS84,-3.6425,50.48491
05/06/2014,dphElMSuXfw,Tadpoles Out of School Club (FISH),hmoffice@stpetersprep.co.uk,"St. Peter's School
Harefield
Lympstone
EXMOUTH
DEVON
EX8 5AU","£5.70 per child additional rate for extended day.
£32.25 full day for off-site activities.
Employer Childcare Vouchers can be accepted.",from 3 years  up to 13 years ,WGS84,-3.41296,50.65181
05/06/2014,zFIrJTEHbrA,Taekwondo (South Coast Martial Arts) at Ivybridge,2009scma@gmail.com,"Erme Primary School
Station Road
IVYBRIDGE
DEVON
PL21 0AJ",£38 per calendar month (unlimited training).,from 6 years  up to 99 years ,WGS84,-3.9207,50.39184
05/06/2014,TxJe9IXLcNg,Taekwondo (South Coast Martial Arts) at Tavistock,2009scma@gmail.com,"Tavistock Community Sports Centre
Tavistock College, Crowndale Road
TAVISTOCK
DEVON
PL19 8DD",£38 per calendar month (unlimited training).,from 6 years  up to 99 years ,WGS84,-4.15434,50.54167
05/06/2014,KsrCPCM1dfM,Taekwondo (South Coast Martial Arts) at Woolwell,2009scma@gmail.com,"Woolwell Community and Resource Centre
Darklake Lane
Woolwell
PLYMOUTH
DEVON
PL6 7TR",£38 per calendar month (unlimited training).,from 6 years  up to 99 years ,WGS84,-4.10141,50.4354
05/06/2014,flau6pRHEVM,Taekwondo at Tavistock,admin@tavistockmartialarts.co.uk,"Tavistock Community College
Crowndale Road
TAVISTOCK
DEVON
PL19 8DD",£35 per month.,from 8 years  up to 99 years ,WGS84,-4.15434,50.54167
05/06/2014,gr6bmvP-zl8,TAGB Star Tae Kwon Do,"Mandi Lock
Admin
01404 850033
startaekwondo@hotmail.co.uk","Broadclyst Sports Centre
Station Road
Broadclyst
Exeter
DEVON
EX14 3EY","£22 per month, for one session a week.",from 4 years  up to 99 years ,WGS84,-3.2833,50.78825
05/06/2014,8RKrHSC_XHQ,TAGB Star Tae Kwon Do at Broadclyst,"Mandi Lock
Admin
01404 850033
startaekwondo@hotmail.co.uk","Broadclyst Sport Hall
Station Road
Broadclyst
EXETER
DEVON
EX5 3AL",£22 per month (for one session a week).,from 4 years  up to 99 years ,WGS84,-3.43722,50.75727
05/06/2014,qXU3mFdAsNE,TAGB Star Tae Kwon Do at Honiton,"Mandi Lock
Admin
01404 850033
startaekwondo@hotmail.co.uk","Honiton Leisure Centre
School Lane
HONITON
DEVON
EX14 1QW",£22 per month (for one session a week),from 4 years  up to 99 years ,WGS84,-3.19207,50.8023
05/06/2014,gkitOeYGdA0,"TAGB Tae Kwon Do at Methodist Church Hall, Bideford","Mr. Paul Harris
Instructor
07855 504315
info@northdevontkd.co.uk","Methodist Church Hall
Providence Row
Bideford
Devon
EX39 2HL",Monthly membership: £34.,,WGS84,-4.20489,51.01811
05/06/2014,TPXQAOAV74I,"TAGB Tae Kwon Do at Park School, Barnstaple","Mr. Paul Harris
Instructor
07855 504315
info@northdevontkd.co.uk","Park School
Newport
Barnstaple
Devon
EX32 9AX",Monthly membership: £34.,,WGS84,-4.05029,51.06956
05/06/2014,mMlVgVed6wE,"TAGB Tae Kwon Do at St Johns Church Hall, Barnstaple","Mr. Paul Harris
Instructor
07855 504315
info@northdevontkd.co.uk","St. John The Baptist
South Street
Barnstaple
Devon
EX32 9DT",Monthly membership: £34.,,WGS84,-4.04688,51.07038
05/06/2014,QF3XxlnrrDk,"TAGB Tae Kwon Do at West Croft Junior School, Bideford","Mr. Paul Harris
Instructor
07855 504315
info@northdevontkd.co.uk","West Croft Junior School
Bideford
Devon
EX39 3DE",Monthly membership: £34.,,WGS84,-4.21231,51.01265
05/06/2014,Z78agg_xwBo,Tai Chi (Yang Style),"Mr. Richard Small
Instructor/coach
01271 345513
taichidevon@talktalk.net",,Class fees £5.00,,WGS84,0,0
05/06/2014,lkvtpfLkMI8,Tai Chi at Barnstaple,"Doe Fitzsimmons
Instructor
01769 520769
doe@taichidevon.co.uk","Pilton Community College
Chaddiford Lane
Barnstaple
Devon
EX31 1RB",£5 per session,,WGS84,-4.06957,51.088
05/06/2014,mFyIAaAcxzg,Tai Chi at Dartington,findme@inner-depth.com,"Meadowbrook Community Centre
Shinners Bridge
Dartington
TOTNES
DEVON
TQ9 6JD",Adults: £5/£6. Children (11-16 years): £4/£4.50.,from 11 years  up to 80 years ,WGS84,-3.71008,50.44629
05/06/2014,_s509QbeXUI,Tai Chi at Follaton,findme@inner-depth.com,"Follaton Community Hall
Whiteley Avenue
Follaton
TOTNES
DEVON
TQ9 5FQ",Adults: £5/£6. Children (11-16 years): £4/£4.50.,from 11 years  up to 80 years ,WGS84,-3.71124,50.43411
05/06/2014,aQQpS6ZT7wk,Tai Chi at Tavistock,"Darren
Instructor
01822 614613","United Reformed Church
Russell Street
Tavistock
Devon
PL19 8BD",Contact for details.,,WGS84,-4.14665,50.54878
05/06/2014,virLpu3Kxjo,Taking Steps Drop-in for Young Parents at Treehouse Children's Centre,newtonabbotchildrenscentre@actionforchildren.org.uk,"Treehouse Children's Centre
Coronation Road
NEWTON ABBOT
DEVON
TQ12 1TX",Free. Donations welcomed.,up to 25 years ,WGS84,-3.6166,50.53111
05/06/2014,gFyRKQYqiWY,Taking Steps Parenting Course for Young Parents at Treehouse Children's Centre,newtonabbotchildrenscentre@actionforchildren.org.uk,"Treehouse Children's Centre
Coronation Road
NEWTON ABBOT
DEVON
TQ12 1TX",Free. Donations welcomed.,up to 24 years ,WGS84,-3.6166,50.53111
05/06/2014,WFa-nYhE-Hc,Talaton Calendar,"Simon Spencer
Editor
01404 822778
07973 653758
simons@talatoncalendar.com",,Annual charge to advertisers.,,WGS84,0,0
05/06/2014,OmXqazIUK6Q,Talaton Parish Council,,,,,WGS84,0,0
05/06/2014,glCBHzVkSrQ,Talaton Parish Hall,"Ms Victoria Robinson
Bookings Secretary
01404 822796
victoria.robinson@phonecoop.coop","Talaton Parish Hall
Talaton
Exeter
Devon
EX5 2RG",Contact us for details,,WGS84,-3.32274,50.78695
05/06/2014,t-xCP3h_CGo,Tale Valley Trust,"Dr J H Bradshaw-Smith
Secretary
01404 812681
TVT@eclipse.co.uk",,,,WGS84,0,0
05/06/2014,HQcn0RqspNk,Talk at Egremont Road Children's Centre,exmouth@childrenssociety.org.uk,"Exmouth Children's Centre
Egremont Road
EXMOUTH
DEVON
EX8 1PU",Free.,from 2 years  up to 4 years ,WGS84,-3.41147,50.62235
05/06/2014,1GsSxzSdjls,Talking Newspaper - Exmouth and District,"Mrs Gillian M Laws
Secretary
01395 266968",,,,WGS84,0,0
05/06/2014,dUzAf7RAmNY,Talking Newspaper - North Devon,"Mr A Shiner
Chairman
01271 373180
andyshiner1@btinternet.com",,Free.,,WGS84,0,0
05/06/2014,dQlH6p20yaY,Talking Newspaper - Plymouth and West Devon,"John Harris
Honorary Secretary
01822 618922
johnharris@tiscali.co.uk",,Free.,,WGS84,0,0
05/06/2014,HajdAn5agSE,Talking Newspaper - Sid Vale and Eastern Devon,"Mr Graham Mallaband
Chairman
01395 512140",,Contact us for details.,,WGS84,0,0
05/06/2014,b0KaIDFCNoA,Talking Newspaper - Torridgeside,"Mr M Johns
Vice Chair
01237 471342",,Contact us for details,,WGS84,0,0
05/06/2014,6gD4HIqnBEo,Talking Newspaper - Totnes,"Helen Savin
Secretary
01803 868679
totnestn@fsmail.net",,Contact us for details.,,WGS84,0,0
05/06/2014,kFCuFsMqZ64,Talking Newspaper Dyrons Journal - Teignbridge,"Mr John Colley
Co-ordinator
01626 367489","Youth and Community Centre
Wain Lane
Newton Abbot
Devon
TQ12 2SH",Free.,,WGS84,-3.61761,50.53326
05/06/2014,YwkUm4ulD0k,Talking Newspapers - Mid Devon Messenger,"Lesley Darlow
Secretary
01884 258955",,Contact us for details,,WGS84,0,0
05/06/2014,Sz5mID8UOJI,Talking Newspapers - South Hams,"Phyllis Angliss
Secretary
01548 531450
07967 118530
phyllis@angliss.eclipse.co.uk","The Old Town Hall
Fore Street
Kingsbridge
Devon
TQ7 1PP",Free.,,WGS84,-3.77815,50.28629
05/06/2014,iSGonrKe74U,Tamar Belle Heritage Group,"Chris Grove
Co-ordinator
01822 840044
stationmaster@tamarbelle.co.uk","Bere Ferrers Station
Bere Ferrers
Yelverton
Devon
PL20 7LT",Annual membership: £5 and £2.50 (under 18 and over 65).,,WGS84,-4.18111,50.45104
05/06/2014,Fa-LneWA6w0,Tammy Hogan,tammy21@talktalk.net,"Boundary Cottage
Exmouth Road
Lympstone
EXMOUTH
Devon
EX8 5AQ",,,WGS84,-3.42074,50.65576
05/06/2014,yPjAgbMggC0,Tania Durrant (Tania's Tots),tania@taniastots.com,"76 Woodville Road
EXMOUTH
DEVON
EX8 1SW","£5.00 per hour for under 1's; 
£4.75 per hour for 1-5 years;
£4.50 per hour for 5-8 years;
£4.00 per hour for 8+.
Employer Childcare Vouchers can be accepted.",from 3 months  up to 11 years ,WGS84,-3.41371,50.62515
05/06/2014,TgP1V392p7Q,Tania Mountney (Little Chicks),taniaschildcare@gmail.com,"13 Tolchers
Dartington
TOTNES
Devon
TQ9 6HN",Please contact for costs outside of core hours.,from 3 months  up to 12 years ,WGS84,-3.70749,50.44399
05/06/2014,4lQyRTNxRVc,Tania Symes (formerly Halls),taniahalls@yahoo.co.uk,"4 Charles Road
Honiton
Devon
EX14 1QG","Please contact this provider for full cost information.
Early Years Entitlement can be used for 3 and 4 year olds.
Employer Childcare Vouchers can be accepted.",up to 16 years ,WGS84,-3.18747,50.80175
05/06/2014,5s9XCD2kgsQ,Tania Yelland (Ty's Childminding),taniayelland@hotmail.co.uk,"55 Beechwood Road
Chudleigh
NEWTON ABBOT
Devon","Unsociable hours premium may apply.
Employer childcare vouchers can be offered.",from 1 years  up to 8 years ,WGS84,0,0
05/06/2014,VOKnehiqiok,Tania's Tots Daycare,tania@taniastots.com,"76 Woodville Road
EXMOUTH
Devon
EX8 1SW","Babies under 1 year: £5.00 per hour, children 1-5 years: £4.75 per hour.
Employer childcare vouchers can be accepted.",from 3 months  up to 5 years ,WGS84,-3.41371,50.62515
05/06/2014,XaXPMwXcFcU,Tania's Tots Daycare - Holiday Club,"tania@taniastots.com
tldurrant@hotmail.com","76 Woodville Road
EXMOUTH
Devon
EX8 1SW",,from 4 years  up to 12 years ,WGS84,-3.41371,50.62515
05/06/2014,O-dA3r9xZ9A,Tania's Tots Daycare - Out of School,tania@taniastots.com,"76 Woodville Road
EXMOUTH
Devon
EX8 1SW",£4.50 per hour for children between 5 and 8 years old and £4.00 per hour for children over 8 years old.,from 5 years  up to 12 years ,WGS84,-3.41371,50.62515
05/06/2014,LkTDmXnNdmI,"Tanmaya - Reiki Master, Teacher & Healer, authoress","Laura Campbell
Booking Administration
01363 83870 anytime
laura@tanmaya-healing.com","Janet Burdge
Horridge Farm
Ashreigney, near Chulmleigh
Chulmleigh
EX18 7NE",,,WGS84,-3.93857,50.90685
05/06/2014,8g4dc8pkkzU,Tanners Road Play Area,,"Tanners Road Play Area
Tanners Road
Landkey
BARNSTAPLE
DEVON
EX32 0NQ",Free.,from 4 years  up to 12 years ,WGS84,-3.99763,51.06213
05/06/2014,5SsyrlxYLeQ,Tansonville,,"Longleat Lane Holcombe
Radstock
Somerset
BA3 5DZ",,,WGS84,-2.47424,51.24547
05/06/2014,FDlEYRYwRIM,Tanya Hargreaves (Little Treasures),littletreasures@sky.com,"23 Marpool Crescent
Withycombe
Exmouth
Devon
EX8 3QJ","£2.50 per hour for siblings.
£3.50 charge for school drop off/pick up.
£3.25 charge for meals.",from 1 months  up to 16 years ,WGS84,-3.39844,50.6268
05/06/2014,oAfaWFA4OAI,Tanya Hawtin,doodle8pen2002@yahoo.com,"40 Third Avenue
TEIGNMOUTH
Devon
TQ14 9DW",,,WGS84,-3.50877,50.5492
05/06/2014,Cb-KJ0GrJCM,Tanya Moore,tanya.moore@live.co.uk,"3 Exeter Road
Whiddon Down
OKEHAMPTON
Devon",,,WGS84,0,0
05/06/2014,KLKhNF5FXkI,Tanya Squire (Home from Home Childminding),tanyamusic@gmx.co.uk,"20 Orchard Road
Newport
BARNSTAPLE
DEVON
EX32 9JQ","Sibling discount available.
£5.00 per hour applies for unsociable hours.
Employer childcare vouchers can be accepted.",up to 8 years ,WGS84,-4.04676,51.07281
05/06/2014,Kexonv4LR3Q,Tap Dancing for Adults,"Helen Cole
Teacher
01271 379756
07930 386727
leehelenandreece@tiscali.co.uk","Living Wells Church
Unit 1
Braunton Road
Barnstaple
Devon
EX31 1GG",£4.25 a lesson or 12 weeks for £45.,,WGS84,-4.06613,51.08457
05/06/2014,CaARH7usfHk,Tara Whilton,tarawhilton@yahoo.com,"9 The Square
Ugborough
IVYBRIDGE
Devon",,,WGS84,0,0
05/06/2014,ic90fG8o6QI,Target TAGB Tae Kwon-Do,"Mr G Waugh
Instructor
01297 639830
info@targettagb.co.uk",,Contact us for details.,from 5 years  up to 60 years ,WGS84,0,0
05/06/2014,qlRkAFGVZ5Q,Target TAGB Tae Kwon-Do at Axminster,"Mr G Waugh
Instructor
01297 639830
info@targettagb.co.uk","Axminster Leisure Centre
Lyme Road
AXMINSTER
DEVON
EX13 5AZ",,from 6 years  up to 60 years ,WGS84,-2.99518,50.78156
05/06/2014,k1CHMEvb7jM,Target TAGB Tae Kwon-Do at Sidmouth,"Mr G Waugh
Instructor
01297 639830
info@targettagb.co.uk","Stowford Community Centre
Chambers Close
SIDMOUTH
DEVON
EX10 9YL",,from 6 years  up to 60 years ,WGS84,-3.24517,50.69906
05/06/2014,tRepnFt2iWc,Tarka Child Contact Centre,tarkaccc@btinternet.com,"TTVS
14 Bridgeland Street
BIDEFORD
DEVON
EX39 2QE",Free.,up to 16 years ,WGS84,-4.20642,51.01967
05/06/2014,KWVv7oU1CKM,Tarka Morris Men,"Mr John Blackburn

jwbeblackburn@aol.com","Bideford AAC Practice Hall
The Pill
Kingsley Road
Bideford
Devon
EX39 2PF",£1.50 per lesson,,WGS84,-4.20614,51.02073
05/06/2014,6itzz8RfFlg,Tarka Radio,admin@tarkaradio.co.uk,"North Devon District Hospital
Raleigh Park
Barnstaple
Devon
EX31 4JB",Contact us for details.,,WGS84,-4.05113,51.0922
05/06/2014,Drvx167GeYE,Tarka Tennis Centre,info@tarkatennis.net,"Tarka Tennis Centre
Seven Brethren Bank
Sticklepath
BARNSTAPLE
DEVON
EX31 2AS",Contact us for details.,from 3 years  up to 90 years ,WGS84,-4.05963,51.07332
05/06/2014,zOX-y4dLt8c,Tarka Tots Nursery,tarkatots@talktalk.net,"Sure Start Childrens Centre
Victoria Park
Bideford
North Devon
EX39 2QS","Early Years Entitlement can be used for 3 and 4 year olds.
Funded places available for 2 year olds who qualify under the 2gether scheme.
Employer Childcare Vouchers can be accepted.
Stretched offer in place, funding can be taken over 38 weeks.",from 3 months  up to 8 years ,WGS84,-4.20398,51.02685
05/06/2014,OBz1y4l-J-I,Tarka Trail Cycle Hire,,"Barnstaple Railway Station
Station Road
Sticklepath
BARNSTAPLE
DEVON
EX31 2AU",See our website for details.,from 9 months  up to 80 years ,WGS84,-4.06346,51.07455
05/06/2014,pJqstMM5r6c,Tarka Valley Railway Group,"Mr P Simkin
Chairman
01805 623050","The Puffing Billy
Station Hill
Torrington
Devon
EX38 8JD","Annual membership: £10 (concessions £7.50, family £17.50, life £100).).",,WGS84,-4.16567,50.958
05/06/2014,1rd2A9Q1TZ4,Tarka Writers Group,"Alex Gordon

alexgordon65@msn.com","Fremington Quay Cafe
Fremington
Barnstaple
Devon
EX31 1EL",Annual membership: £15.,,WGS84,-4.06244,51.08132
05/06/2014,CWmGF0_Gu_k,Taunton Dental Access Centre,,"Park Gate House
East Reach
Taunton
Somerset
TA1 3ES",,,WGS84,-3.09285,51.01574
05/06/2014,oGNRFoN3xRI,Taunton Renal Unit,,"Creech Castle
Bridgewater Road
Bathpool
Taunton
Somerset
TA1 2DX",,,WGS84,-3.07256,51.02487
05/06/2014,iF68IYN63zw,Taunton Road Medical Centre,,"Dec-16
Taunton Road
Bridgwater
Somerset
TA6 3LS",,,WGS84,-3.00141,51.12459
05/06/2014,a0n-SxG36L0,Taunton Road Medical Centre,carol.hobbs@tauntonroadmc.nhs.uk,"Dec-16
Taunton Road Bridgwater Somerset
TA6 3LS",,,WGS84,-3.00141,51.12459
05/06/2014,F-KbQUjq0Nc,Tavi Turners and Carvers Club,"Howard Duross
President
01822 612142
howard@duross.eclipse.co.uk","Scout Hut
Pixon Lane
Tavistock
Devon
PL19 8DH",Annual membership: £25 plus £1 per night. Visitors: £1 per night.,from 18 years  up to 99 years ,WGS84,-4.14929,50.54458
05/06/2014,D_IBuROXIdE,Tavistock Adult and Community Learning,acltavistock-mailbox@devon.gov.uk,"The Alexander Centre
62 Plymouth Road
TAVISTOCK
DEVON
PL19 8BU",Depends on qualification studied.,from 18 years  up to 99 years ,WGS84,-4.15039,50.54691
